Fall,Term Code,College,Department,Degree,Major Code,Major Name,Concentration Code,Concentration Name,Total,Male,Female,Unknown,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian,Illinois,Non-Illinois,Academic Program Code,Legacy Advising Code,Legacy Department Code,Legacy Major Name
2015,120158,Applied Health Sciences,581,PHD,351,Kinesiology,,,57,29,28,0,34,2,2,2,0,0,1,15,1,2,0,0,3,18,39,10KS0351PHD,,,
2015,120158,Applied Health Sciences,581,BS,351,Kinesiology,,,537,221,316,0,352,66,33,58,1,1,14,7,5,38,5,5,77,493,44,10KY0351BS,,,
2014,120148,Applied Health Sciences,581,BS,351,Kinesiology,4049,Teacher Education K-12,17,7,10,0,13,1,0,2,0,0,1,0,0,1,0,0,1,17,0,10KY4049BS,,,
2014,120148,Applied Health Sciences,581,MS,351,Kinesiology,,,17,7,10,0,13,0,2,0,1,0,0,1,0,2,1,0,0,11,6,10KS0351MS,,,
2014,120148,Applied Health Sciences,581,PHD,351,Kinesiology,,,57,29,28,0,32,2,3,1,0,0,1,17,1,3,0,0,3,19,38,10KS0351PHD,,,
2014,120148,Applied Health Sciences,581,BS,351,Kinesiology,,,544,224,320,0,364,64,33,60,0,1,12,7,3,38,5,4,74,502,42,10KY0351BS,,,
2013,120138,Applied Health Sciences,581,BS,351,Kinesiology,4049,Teacher Education K-12,24,14,10,0,19,1,0,3,0,0,1,0,0,1,0,,,24,0,10KY4049BS,,,
2013,120138,Applied Health Sciences,581,MS,351,Kinesiology,,,17,10,7,0,12,0,2,0,0,0,0,3,0,2,0,,,7,10,10KS0351MS,,,
2013,120138,Applied Health Sciences,581,PHD,351,Kinesiology,,,50,27,23,0,25,2,3,0,0,0,1,19,0,3,0,,,14,36,10KS0351PHD,,,
2013,120138,Applied Health Sciences,581,BS,351,Kinesiology,,,521,214,307,0,362,49,33,51,0,1,14,8,3,37,2,,,485,36,10KY0351BS,,,
2012,120128,Applied Health Sciences,581,BS,351,Kinesiology,4049,Teacher Education K-12,22,14,8,0,18,0,0,3,0,0,0,0,1,0,0,,,22,0,10KY4049BS,,,
2012,120128,Applied Health Sciences,581,MS,351,Kinesiology,,,20,10,10,0,14,0,0,0,0,0,0,6,0,0,0,,,7,13,10KS0351MS,,,
2012,120128,Applied Health Sciences,581,PHD,351,Kinesiology,,,45,27,18,0,22,3,3,0,0,0,0,16,1,3,0,,,13,32,10KS0351PHD,,,
2012,120128,Applied Health Sciences,581,BS,351,Kinesiology,,,546,221,325,0,398,51,26,48,1,2,10,9,1,27,2,,,510,36,10KY0351BS,,,
2011,120118,Applied Health Sciences,581,BS,351,Kinesiology,4049,Teacher Education K-12,27,18,9,0,22,0,0,4,0,0,0,0,1,0,0,,,27,0,10KY4049BS,,,
2011,120118,Applied Health Sciences,581,MS,351,Kinesiology,,,15,7,8,0,9,0,0,0,0,0,0,6,0,0,0,,,6,9,10KS0351MS,,,
2011,120118,Applied Health Sciences,581,PHD,351,Kinesiology,,,52,26,26,0,28,1,4,0,0,0,0,18,1,4,0,,,18,34,10KS0351PHD,,,
2011,120118,Applied Health Sciences,581,BS,351,Kinesiology,,,554,219,334,1,405,47,28,49,2,2,10,8,3,30,4,,,521,33,10KY0351BS,,,
2010,120108,Applied Health Sciences,581,BS,351,Kinesiology,494,Athletic Training,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,10KY0494BS,,,
2010,120108,Applied Health Sciences,581,BS,351,Kinesiology,4049,Teacher Education K-12,27,20,7,0,24,0,0,3,0,0,0,0,0,0,0,,,27,0,10KY4049BS,,,
2010,120108,Applied Health Sciences,581,MS,351,Kinesiology,,,17,7,10,0,11,0,0,0,0,0,0,6,0,0,0,,,9,8,10KS0351MS,,,
2010,120108,Applied Health Sciences,581,PHD,351,Kinesiology,,,55,25,30,0,31,2,4,1,0,0,0,16,1,4,0,,,21,34,10KS0351PHD,,,
2010,120108,Applied Health Sciences,581,BS,351,Kinesiology,,,552,227,324,1,428,30,27,43,1,0,8,9,6,28,4,,,518,34,10KY0351BS,,,
2009,120098,Applied Health Sciences,581,BS,351,Kinesiology,494,Athletic Training,8,3,5,0,8,0,0,0,0,,,0,0,,,,,8,0,10KY0494BS,,,
2009,120098,Applied Health Sciences,581,BS,351,Kinesiology,4049,Teacher Education K-12,51,35,15,1,42,0,1,6,1,,,0,1,,,,,50,1,10KY4049BS,,,
2009,120098,Applied Health Sciences,581,MS,351,Kinesiology,,,27,13,14,0,21,2,1,0,0,,,3,0,,,,,15,12,10KS0351MS,,,
2009,120098,Applied Health Sciences,581,BS,351,Kinesiology,,,516,204,312,0,395,28,21,45,3,,,9,15,,,,,488,28,10KY0351BS,,,
2009,120098,Applied Health Sciences,581,PHD,351,Kinesiology,,,54,26,28,0,32,1,5,0,0,,,15,1,,,,,24,30,10KS0351PHD,,,
2008,120088,Applied Health Sciences,581,BS,351,Kinesiology,494,Athletic Training,25,11,14,0,23,1,0,1,0,,,0,0,,,,,24,1,10KY0494BS,,,
2008,120088,Applied Health Sciences,581,BS,351,Kinesiology,4049,Teacher Education K-12,43,25,17,1,34,0,4,3,2,,,0,0,,,,,41,2,10KY4049BS,,,
2008,120088,Applied Health Sciences,581,MS,351,Kinesiology,,,33,12,21,0,27,1,1,1,0,,,3,0,,,,,17,16,10KS0351MS,,,
2008,120088,Applied Health Sciences,581,PHD,351,Kinesiology,,,45,23,22,0,26,2,3,0,0,,,14,0,,,,,22,23,10KS0351PHD,,,
2008,120088,Applied Health Sciences,581,BS,351,Kinesiology,,,526,210,316,0,412,24,24,46,4,,,5,11,,,,,500,26,10KY0351BS,,,
2007,120078,Applied Health Sciences,581,BS,351,Kinesiology,494,Athletic Training,27,7,20,0,22,0,3,1,0,,,1,0,,,,,26,1,10KY0494BS,,,
2007,120078,Applied Health Sciences,581,BS,351,Kinesiology,4049,Teacher Education K-12,35,20,15,0,32,0,1,2,0,,,0,0,,,,,34,1,10KY4049BS,,,
2007,120078,Applied Health Sciences,581,MS,351,Kinesiology,,,30,13,17,0,26,0,1,1,0,,,2,0,,,,,22,8,10KS0351MS,,,
2007,120078,Applied Health Sciences,581,PHD,351,Kinesiology,,,36,15,21,0,20,2,3,0,0,,,11,0,,,,,18,18,10KS0351PHD,,,
2007,120078,Applied Health Sciences,581,BS,351,Kinesiology,,,527,202,324,1,416,28,22,39,5,,,6,11,,,,,497,30,10KY0351BS,,,
2006,120068,Applied Health Sciences,581,BS,351,Kinesiology,,,1,1,0,0,1,0,0,0,0,,,0,0,,,,,1,0,10KY4049BS,,,
2006,120068,Applied Health Sciences,581,BS,351,Kinesiology,4049,Teacher Education K-12,46,23,23,0,42,0,2,2,0,,,0,0,,,,,46,0,10KY4049BS,,,
2006,120068,Applied Health Sciences,581,BS,351,Kinesiology,494,Athletic Training,40,11,29,0,30,1,5,1,0,,,3,0,,,,,37,3,10KY0494BS,,,
2006,120068,Applied Health Sciences,581,MS,351,Kinesiology,,,35,16,19,0,31,1,2,0,0,,,1,0,,,,,21,14,10KS0351MS,,,
2006,120068,Applied Health Sciences,581,PHD,351,Kinesiology,,,32,14,18,0,20,1,1,0,0,,,10,0,,,,,11,21,10KS0351PHD,,,
2006,120068,Applied Health Sciences,581,BS,351,Kinesiology,,,523,194,329,0,406,25,23,42,7,,,7,13,,,,,486,37,10KY0351BS,,,
2005,120058,Applied Health Sciences,581,BS,351,Kinesiology,476,"Teacher Ed - K-12, 6-12 ",2,0,2,0,2,0,0,0,0,,,0,0,,,,,2,0,10KY0476BS,,,
2005,120058,Applied Health Sciences,581,BS,351,Kinesiology,494,Athletic Training,44,16,28,0,35,1,5,1,0,,,2,0,,,,,42,2,10KY0494BS,,,
2005,120058,Applied Health Sciences,581,BS,351,Kinesiology,4049,Teacher Education K-12,30,21,9,0,24,2,1,1,1,,,1,0,,,,,28,2,10KY4049BS,,,
2005,120058,Applied Health Sciences,581,MS,351,Kinesiology,,,30,9,21,0,26,1,1,1,0,,,1,0,,,,,14,16,10KS0351MS,,,
2005,120058,Applied Health Sciences,581,PHD,351,Kinesiology,,,28,11,17,0,18,1,1,0,0,,,8,0,,,,,11,17,10KS0351PHD,,,
2005,120058,Applied Health Sciences,581,BS,351,Kinesiology,,,524,204,320,0,430,19,28,32,3,,,6,6,,,,,487,37,10KY0351BS,,,
2004,120048,Applied Health Sciences,581,BS,351,Kinesiology,,,474,167,307,0,390,20,26,25,1,,,8,4,,,,,430,44,10KY0351BS,,,
2004,120048,Applied Health Sciences,581,BS,351,Kinesiology,476,"Teacher Ed - K-12, 6-12 ",33,19,14,0,31,1,0,0,0,,,1,0,,,,,31,2,10KY0476BS,,,
2004,120048,Applied Health Sciences,581,BS,351,Kinesiology,494,Athletic Training,36,9,27,0,32,2,1,1,0,,,0,0,,,,,35,1,10KY0494BS,,,
2004,120048,Applied Health Sciences,581,MS,351,Kinesiology,,,28,9,19,0,23,1,1,1,0,,,2,0,,,,,10,18,10KS0351MS,,,
2004,120048,Applied Health Sciences,581,PHD,351,Kinesiology,,,26,11,15,0,15,1,0,0,0,,,10,0,,,,,8,18,10KS0351PHD,,,
1980,,Labor and Industrial Relations,,,,LAB&IN REL,,,79,47,32,1,29,64,1,8,5,,,50,,,,,,0,0,,6010,6010,LAB&IN REL
1981,,Labor and Industrial Relations,,,,LAB&IN REL,,,64,40,24,2,43,3,57,21,2,,,0,,,,,,0,0,,6010,6010,LAB&IN REL
1982,,Labor and Industrial Relations,,,,LAB&IN REL,,,74,43,31,1,8,1,4,54,6,,,29,,,,,,0,45,,6010,6010,LAB&IN REL
1983,,Labor and Industrial Relations,,,,LAB&IN REL,,,70,39,31,,56,2,5,,,,,7,,,,,,41,29,,6010,6010,LAB&IN REL
1984,,Labor and Industrial Relations,,,,LAB&IN REL,,,65,33,32,2,38,6,55,27,2,,,0,,,,,,0,0,,6010,6010,LAB&IN REL
1985,,Labor and Industrial Relations,,,,LAB&IN REL,,,62,31,31,1,53,,2,,,,,6,,,,,,37,25,,6010,6010,LAB&IN REL
1986,,Labor and Industrial Relations,,,,LAB&IN REL,,,81,40,41,2,69,,4,2,,,,4,,,,,,57,24,,6010,6010,LAB&IN REL
1987,,Labor and Industrial Relations,,,,LAB&IN REL,,,83,41,42,1,70,1,3,3,,,,5,,,,,,61,22,,6010,6010,LAB&IN REL
1988,,Labor and Industrial Relations,,,,LAB&IN REL,,,89,42,47,7,70,2,2,1,1,,,6,,,,,,65,24,,6010,6010,LAB&IN REL
1989,,Labor and Industrial Relations,,,,LAB&IN REL,,,85,31,54,4,68,2,6,1,,,,4,,,,,,60,25,,6010,6010,LAB&IN REL
1990,,Labor and Industrial Relations,,,,LAB&IN REL,,,108,44,64,1,84,3,10,3,,,,7,,,,,,71,37,,6010,6010,LAB&IN REL
1991,,Labor and Industrial Relations,,,,LAB&IN REL,,,122,48,74,2,94,2,8,6,,,,10,,,,,,83,39,,6010,6010,LAB&IN REL
1992,,Labor and Industrial Relations,,,,LAB&IN REL,,,108,33,75,2,80,5,8,2,,,,11,,,,,,76,32,,6010,6010,LAB&IN REL
1993,,Labor and Industrial Relations,,,,LAB&IN REL,,,110,33,77,2,73,7,13,5,,,,10,,,,,,68,42,,6010,6010,LAB&IN REL
1994,,Labor and Industrial Relations,,,,LAB&IN REL,,,102,32,70,1,70,6,9,7,,,,9,,,,,,60,42,,6010,6010,LAB&IN REL
1995,,Labor and Industrial Relations,,,,LAB&IN REL,,,109,32,77,2,76,1,12,5,2,,,11,,,,,,66,43,,6010,6010,LAB&IN REL
1996,,Labor and Industrial Relations,,,,LAB&IN REL,,,123,44,79,,85,2,15,3,1,,,17,,,,,,74,49,,6010,6010,LAB&IN REL
1997,,Labor and Industrial Relations,,,,LAB&IN REL,,,117,49,68,2,77,4,12,6,,,,16,,,,,,74,43,,6010,6010,LAB&IN REL
1998,,Labor and Industrial Relations,,,,LAB&IN REL,,,104,35,69,1,66,5,13,8,,,,11,,,,,,66,38,,6010,6010,LAB&IN REL
1999,,Labor and Industrial Relations,,,,LAB&IN REL,,,6,3,3,,5,,,,,,,1,,,,,,2,4,,6010,6010,LAB&IN REL
2000,,Labor and Industrial Relations,,,,LAB&IN REL,,,1,,1,,,,,1,,,,,,,,,,0,1,,6010,6010,LAB&IN REL
2001,,Labor and Industrial Relations,,,,LAB&IN REL,,,1,,1,,1,,,,,,,,,,,,,1,,,6010,6010,LAB&IN REL
2002,,Labor and Industrial Relations,,,,LAB&IN REL,,,1,,1,,1,,,,,,,,,,,,,1,,,6010,6010,LAB&IN REL
1980,,Fine and Applied Arts,,,,Landscape Architecture,,,127,86,41,1,123,1,2,,,,,,,,,,,121,6,,2420,2420,L ARCH
1980,,Fine and Applied Arts,,,,Landscape Architecture,,,31,11,20,1,26,,,1,,,,3,,,,,,16,15,,2420,2420,L ARCH
1981,,Fine and Applied Arts,,,,Landscape Architecture,,,123,83,40,,121,2,,,,,,,,,,,,115,8,,2420,2420,L ARCH
1981,,Fine and Applied Arts,,,,Landscape Architecture,,,36,14,22,1,30,1,,1,,,,3,,,,,,19,17,,2420,2420,L ARCH
1982,,Fine and Applied Arts,,,,Landscape Architecture,,,109,73,36,,102,3,1,2,1,,,,,,,,,104,5,,2420,2420,L ARCH
1982,,Fine and Applied Arts,,,,Landscape Architecture,,,37,17,20,1,32,1,,1,,,,2,,,,,,18,19,,2420,2420,L ARCH
1983,,Fine and Applied Arts,,,,Landscape Architecture,,,103,72,31,,96,3,,2,2,,,,,,,,,103,,,2420,2420,L ARCH
1983,,Fine and Applied Arts,,,,Landscape Architecture,,,39,21,18,1,36,1,,,,,,1,,,,,,26,13,,2420,2420,L ARCH
1984,,Fine and Applied Arts,,,,Landscape Architecture,,,99,74,25,1,91,,1,4,2,,,,,,,,,96,3,,2420,2420,L ARCH
1984,,Fine and Applied Arts,,,,Landscape Architecture,,,35,16,19,3,30,1,,,,,,1,,,,,,25,10,,2420,2420,L ARCH
1985,,Fine and Applied Arts,,,,Landscape Architecture,,,101,73,28,,95,1,2,3,,,,,,,,,,99,2,,2420,2420,L ARCH
1985,,Fine and Applied Arts,,,,Landscape Architecture,,,36,12,24,1,31,,,1,1,,,2,,,,,,29,7,,2420,2420,L ARCH
1986,,Fine and Applied Arts,,,,Landscape Architecture,,,99,69,30,1,94,1,,3,,,,,,,,,,97,2,,2420,2420,L ARCH
1986,,Fine and Applied Arts,,,,Landscape Architecture,,,36,15,21,,31,1,,1,1,,,2,,,,,,27,9,,2420,2420,L ARCH
1987,,Fine and Applied Arts,,,,Landscape Architecture,,,95,76,19,,85,5,,4,1,,,,,,,,,92,3,,2420,2420,L ARCH
1987,,Fine and Applied Arts,,,,Landscape Architecture,,,43,22,21,1,33,2,1,1,,,,5,,,,,,27,16,,2420,2420,L ARCH
1988,,Fine and Applied Arts,,,,Landscape Architecture,,,92,67,25,,86,1,,3,1,,,1,,,,,,89,3,,2420,2420,L ARCH
1988,,Fine and Applied Arts,,,,Landscape Architecture,,,41,20,21,,31,2,1,,,,,7,,,,,,23,18,,2420,2420,L ARCH
1989,,Fine and Applied Arts,,,,Landscape Architecture,,,102,70,32,1,96,1,,2,1,,,1,,,,,,97,5,,2420,2420,L ARCH
1989,,Fine and Applied Arts,,,,Landscape Architecture,,,31,13,18,1,22,1,,,,,,7,,,,,,14,17,,2420,2420,L ARCH
1990,,Fine and Applied Arts,,,,Landscape Architecture,,,106,75,31,2,96,2,2,3,1,,,,,,,,,100,6,,2420,2420,L ARCH
1990,,Fine and Applied Arts,,,,Landscape Architecture,,,34,14,20,3,22,,1,,,,,8,,,,,,15,19,,2420,2420,L ARCH
1991,,Fine and Applied Arts,,,,Landscape Architecture,,,112,80,32,1,96,7,2,6,,,,,,,,,,106,6,,2420,2420,L ARCH
1991,,Fine and Applied Arts,,,,Landscape Architecture,,,37,17,20,1,29,,1,,,,,6,,,,,,19,18,,2420,2420,L ARCH
1992,,Fine and Applied Arts,,,,Landscape Architecture,,,99,67,32,2,85,4,4,4,,,,,,,,,,94,5,,2420,2420,L ARCH
1992,,Fine and Applied Arts,,,,Landscape Architecture,,,37,13,24,1,22,,,,,,,14,,,,,,14,23,,2420,2420,L ARCH
1993,,Fine and Applied Arts,,,,Landscape Architecture,,,91,60,31,2,80,3,2,4,,,,,,,,,,85,6,,2420,2420,L ARCH
1993,,Fine and Applied Arts,,,,Landscape Architecture,,,46,14,32,,29,1,,,,,,16,,,,,,17,29,,2420,2420,L ARCH
1994,,Fine and Applied Arts,,,,Landscape Architecture,,,94,61,33,1,83,1,3,5,,,,1,,,,,,87,7,,2420,2420,L ARCH
1994,,Fine and Applied Arts,,,,Landscape Architecture,,,48,17,31,,28,,,1,,,,19,,,,,,20,28,,2420,2420,L ARCH
1995,,Fine and Applied Arts,,,,Landscape Architecture,,,117,76,41,4,97,7,1,7,,,,1,,,,,,110,7,,2420,2420,L ARCH
1995,,Fine and Applied Arts,,,,Landscape Architecture,,,42,15,27,,27,,,,,,,15,,,,,,19,23,,2420,2420,L ARCH
1996,,Fine and Applied Arts,,,,Landscape Architecture,,,103,70,33,3,87,6,1,4,,,,2,,,,,,97,6,,2420,2420,L ARCH
1996,,Fine and Applied Arts,,,,Landscape Architecture,,,33,14,19,,22,,,1,,,,10,,,,,,17,16,,2420,2420,L ARCH
1997,,Fine and Applied Arts,,,,Landscape Architecture,,,109,73,36,1,93,7,1,6,,,,1,,,,,,106,3,,2420,2420,L ARCH
1997,,Fine and Applied Arts,,,,Landscape Architecture,,,26,10,16,,17,,,,,,,9,,,,,,11,15,,2420,2420,L ARCH
1998,,Fine and Applied Arts,,,,Landscape Architecture,,,110,72,38,1,92,9,3,5,,,,,,,,,,109,1,,2420,2420,L ARCH
1998,,Fine and Applied Arts,,,,Landscape Architecture,,,31,14,17,,17,2,1,1,,,,10,,,,,,13,18,,2420,2420,L ARCH
1999,,Fine and Applied Arts,,,,Landscape Architecture,,,104,63,41,,88,8,4,2,,,,2,,,,,,99,5,,2420,2420,L ARCH
1999,,Fine and Applied Arts,,,,Landscape Architecture,,,33,15,18,,16,1,,,,,,16,,,,,,12,21,,2420,2420,L ARCH
2000,,Fine and Applied Arts,,,,Landscape Architecture,,,111,70,41,,95,5,4,2,,,,5,,,,,,103,8,,2420,2420,L ARCH
2000,,Fine and Applied Arts,,,,Landscape Architecture,,,35,17,18,,13,1,,,,,,21,,,,,,9,26,,2420,2420,L ARCH
2001,,Fine and Applied Arts,,,,Landscape Architecture,,,111,65,46,3,94,5,2,1,,,,6,,,,,,102,9,,2420,2420,L ARCH
2001,,Fine and Applied Arts,,,,Landscape Architecture,,,38,15,23,,15,1,1,,,,,21,,,,,,9,29,,2420,2420,L ARCH
2002,,Fine and Applied Arts,,,,Landscape Architecture,,,119,73,46,2,100,5,5,2,,,,5,,,,,,110,9,,2420,2420,L ARCH
2002,,Fine and Applied Arts,,,,Landscape Architecture,,,34,12,22,,10,1,,,,,,23,,,,,,7,27,,2420,2420,L ARCH
2003,,Fine and Applied Arts,,,,Landscape Architecture,,,116,67,49,3,103,3,3,3,,,,1,,,,,,110,6,,2420,2420,L ARCH
2003,,Fine and Applied Arts,,,,Landscape Architecture,,,35,10,25,1,14,2,,1,,,,17,,,,,,11,24,,2420,2420,L ARCH
2002,,Fine and Applied Arts,,,,Landscape Architecture,,,1,,1,,1,,,,,,,,,,,,,0,1,,2420,2420,LANDSCAPE ARCH
2003,,Fine and Applied Arts,,,,Landscape Architecture,,,2,,2,,1,,,,,,,1,,,,,,0,2,,2420,2420,LANDSCAPE ARCH
2018,120188,Fine and Applied Arts,569,BLA,156,Landscape Architecture,,,50,20,30,0,20,4,1,10,0,0,2,12,1,3,2,0,5,36,14,10KR0156BLA,,,
2018,120188,Fine and Applied Arts,569,MLA,156,Landscape Architecture,,,44,6,38,0,2,1,0,0,0,0,0,41,0,0,0,0,1,2,42,10KS0156MLA,,,
2018,120188,Fine and Applied Arts,569,NDEG,156,Landscape Architecture,,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10KS0156NDEG,,,
2018,120188,Fine and Applied Arts,569,PHD,156,Landscape Architecture,,,13,6,7,0,4,0,0,0,0,0,0,9,0,0,0,0,0,2,11,10KS0156PHD,,,
2017,120178,Fine and Applied Arts,569,BLA,156,Landscape Architecture,,,53,18,35,0,20,4,0,10,0,0,3,16,0,3,3,0,4,35,18,10KR0156BLA,,,
2017,120178,Fine and Applied Arts,569,MLA,156,Landscape Architecture,,,44,5,39,0,3,0,0,0,0,0,0,41,0,0,0,0,0,3,41,10KS0156MLA,,,
2017,120178,Fine and Applied Arts,569,PHD,156,Landscape Architecture,,,14,5,9,0,6,0,0,0,0,0,0,8,0,0,0,0,0,4,10,10KS0156PHD,,,
2016,120168,Fine and Applied Arts,569,BLA,156,Landscape Architecture,,,59,29,30,0,25,4,0,10,0,0,1,19,0,0,1,1,4,38,21,10KR0156BLA,,,
2016,120168,Fine and Applied Arts,569,MLA,156,Landscape Architecture,,,61,11,50,0,6,1,0,0,0,0,0,54,0,0,0,0,1,7,54,10KS0156MLA,,,
2016,120168,Fine and Applied Arts,569,PHD,156,Landscape Architecture,,,12,4,8,0,4,0,0,0,0,0,0,8,0,0,0,0,0,3,9,10KS0156PHD,,,
2015,120158,Fine and Applied Arts,569,PHD,156,Landscape Architecture,,,13,5,8,0,5,0,0,0,0,0,0,7,1,0,0,0,0,4,9,10KS0156PHD,,,
2015,120158,Fine and Applied Arts,569,BLA,156,Landscape Architecture,,,63,27,36,0,26,3,1,8,0,0,1,24,0,1,1,1,3,38,25,10KR0156BLA,,,
2015,120158,Fine and Applied Arts,569,MLA,156,Landscape Architecture,,,51,9,42,0,9,1,0,0,0,0,0,41,0,0,0,0,1,10,41,10KS0156MLA,,,
2014,120148,Fine and Applied Arts,569,PHD,156,Landscape Architecture,,,13,5,8,0,5,0,0,0,0,0,0,8,0,0,0,0,0,2,11,10KS0156PHD,,,
2014,120148,Fine and Applied Arts,569,BLA,156,Landscape Architecture,,,69,32,37,0,29,7,1,6,0,0,0,26,0,1,0,0,7,41,28,10KR0156BLA,,,
2014,120148,Fine and Applied Arts,569,MLA,156,Landscape Architecture,,,38,9,29,0,9,0,0,0,0,0,0,29,0,0,0,0,0,9,29,10KS0156MLA,,,
2013,120138,Fine and Applied Arts,569,MLA,156,Landscape Architecture,,,27,6,21,0,10,0,0,0,0,0,0,17,0,0,0,,,9,18,10KS0156MLA,,,
2013,120138,Fine and Applied Arts,569,PHD,156,Landscape Architecture,,,14,7,7,0,6,0,0,0,0,0,0,7,1,0,0,,,4,10,10KS0156PHD,,,
2013,120138,Fine and Applied Arts,569,BLA,156,Landscape Architecture,,,56,26,30,0,30,4,2,4,0,0,0,16,0,2,0,,,38,18,10KR0156BLA,,,
2012,120128,Fine and Applied Arts,569,BFA,156,Landscape Architecture,,,6,4,2,0,4,0,0,0,0,0,0,2,0,0,0,,,4,2,10KR0156BFA,,,
2012,120128,Fine and Applied Arts,569,BLA,156,Landscape Architecture,,,51,26,25,0,28,5,0,3,0,0,0,14,1,0,0,,,35,16,10KR0156BLA,,,
2012,120128,Fine and Applied Arts,569,BLA,156,Landscape Architecture,5095,Five-Year Program,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,1,0,10KR5095BLA,,,
2012,120128,Fine and Applied Arts,569,MLA,156,Landscape Architecture,,,42,12,30,0,16,0,0,0,0,0,0,26,0,0,0,,,15,27,10KS0156MLA,,,
2012,120128,Fine and Applied Arts,569,PHD,156,Landscape Architecture,,,13,8,5,0,6,0,1,0,0,0,0,5,1,1,0,,,4,9,10KS0156PHD,,,
2011,120118,Fine and Applied Arts,569,BLA,156,Landscape Architecture,,,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,,,2,0,10KR0156BLA,,,
2011,120118,Fine and Applied Arts,569,MLA,156,Landscape Architecture,,,31,8,23,0,14,1,0,1,0,0,0,14,1,0,0,,,14,17,10KS0156MLA,,,
2011,120118,Fine and Applied Arts,569,BLA,156,Landscape Architecture,5095,Five-Year Program,71,36,35,0,43,8,1,5,0,0,1,13,0,1,0,,,55,16,10KR5095BLA,,,
2011,120118,Fine and Applied Arts,569,PHD,156,Landscape Architecture,,,14,7,7,0,7,0,1,0,0,0,0,5,1,1,0,,,5,9,10KS0156PHD,,,
2010,120108,Fine and Applied Arts,569,BLA,156,Landscape Architecture,5095,Five-Year Program,54,25,29,0,37,5,0,3,0,0,1,7,1,0,0,,,46,8,10KR5095BLA,,,
2010,120108,Fine and Applied Arts,569,MLA,156,Landscape Architecture,,,31,13,18,0,19,0,0,1,0,0,0,11,0,0,0,,,18,13,10KS0156MLA,,,
2010,120108,Fine and Applied Arts,569,BLA,156,Landscape Architecture,,,30,19,11,0,22,2,1,3,0,0,0,1,1,1,0,,,28,2,10KR0156BLA,,,
2010,120108,Fine and Applied Arts,569,PHD,156,Landscape Architecture,,,12,7,5,0,6,0,1,0,0,0,0,5,0,1,0,,,3,9,10KS0156PHD,,,
2009,120098,Fine and Applied Arts,569,BLA,156,Landscape Architecture,,,51,35,16,0,39,2,2,4,0,,,1,3,,,,,47,4,10KR0156BLA,,,
2009,120098,Fine and Applied Arts,569,BLA,156,Landscape Architecture,5095,Five-Year Program,43,21,22,0,30,3,1,3,0,,,6,0,,,,,35,8,10KR5095BLA,,,
2009,120098,Fine and Applied Arts,569,PHD,156,Landscape Architecture,,,10,7,3,0,5,0,1,0,0,,,4,0,,,,,2,8,10KS0156PHD,,,
2009,120098,Fine and Applied Arts,569,MLA,156,Landscape Architecture,,,35,13,22,0,16,0,0,2,0,,,16,1,,,,,15,20,10KS0156MLA,,,
2008,120088,Fine and Applied Arts,569,BFA,156,Landscape Architecture,,,1,0,1,0,1,0,0,0,0,,,0,0,,,,,1,0,10KR0156BFA,,,
2008,120088,Fine and Applied Arts,569,BLA,156,Landscape Architecture,5095,Five-Year Program,15,7,8,0,11,2,1,0,0,,,1,0,,,,,14,1,10KR5095BLA,,,
2008,120088,Fine and Applied Arts,569,PHD,156,Landscape Architecture,,,10,5,5,0,5,0,1,0,0,,,4,0,,,,,2,8,10KS0156PHD,,,
2008,120088,Fine and Applied Arts,569,BLA,156,Landscape Architecture,,,95,62,33,0,71,6,4,5,0,,,6,3,,,,,85,10,10KR0156BLA,,,
2008,120088,Fine and Applied Arts,569,MLA,156,Landscape Architecture,,,34,13,21,0,22,0,0,1,0,,,9,2,,,,,19,15,10KS0156MLA,,,
2007,120078,Fine and Applied Arts,569,PHD,156,Landscape Architecture,,,8,4,4,0,5,0,1,0,0,,,2,0,,,,,2,6,10KS0156PHD,,,
2007,120078,Fine and Applied Arts,569,BLA,156,Landscape Architecture,,,111,76,35,0,90,6,5,4,0,,,4,2,,,,,103,8,10KR0156BLA,,,
2007,120078,Fine and Applied Arts,569,MLA,156,Landscape Architecture,,,28,9,19,0,17,0,1,2,0,,,6,2,,,,,14,14,10KS0156MLA,,,
2006,120068,Fine and Applied Arts,569,BFA,156,Landscape Architecture,,,3,3,0,0,2,0,0,1,0,,,0,0,,,,,3,0,10KR0156BFA,,,
2006,120068,Fine and Applied Arts,569,PHD,156,Landscape Architecture,,,8,4,4,0,4,0,1,0,0,,,3,0,,,,,3,5,10KS0156PHD,,,
2006,120068,Fine and Applied Arts,569,BLA,156,Landscape Architecture,,,110,68,42,0,93,5,2,6,0,,,2,2,,,,,104,6,10KR0156BLA,,,
2006,120068,Fine and Applied Arts,569,MLA,156,Landscape Architecture,,,30,9,21,0,17,0,1,0,0,,,10,2,,,,,13,17,10KS0156MLA,,,
